HDGF	SPTSSB	CD151
C12orf4	MAVS	RRS1
RPAP2	RPL32	GLT8D1
GM2A	KLF13	NENF
POLR3K	CELSR3	PCNXL4
ADK	ZNF506	BEND4
XPNPEP3	MB21D2	PPP6R2
FOXO4	NFATC3	G3BP1
RNU6-42	AKR1A1	RPL14P1
RNU6-42P	NOD1	CD109
MRPL45	LRRC41	ABHD14A-ACY1
PANK1	SNORD81	ELF2
TNFRSF1A	TNFRSF1A	TIMM23
NSUN4	MED4	GPNMB
COA3	TMEM81	CENPT
CREM	NDUFS3	MRPL47
HLA-A	CPSF3L	C16orf88
ATPAF1	ROMO1	KNOP1
OTUD3	RNF20	SIVA1
TMEM241	MAST3	PRKAB2
POGLUT1	SPG11	RWDD3
AKR1C3	CCDC61	PI4K2A
PAXIP1	PSAP	DAXX
HELZ	SRI	CCNC
SIRT3	RHOC	ZFYVE20
CPT2	CBX7	POLR3E
SLTM	EP400NL	SH3GLB2
SFPQ	SH2B1	RGS19
NFYB	RPS12	STK32C
RNU6-5	GPR89C	C12orf43
RNU6-5P	SETD5	SUMO3
PTTG3P	NPM1P46	KIAA1737
LARP6	PDE8A	RAP1GAP2
FAM177A1	MAP4K1	R3HDM1
ZNF449	ZBTB8A	MAPK7
TBX18	RFC4	CPSF2
SLC52A2	MITF	PRUNE
ATAT1	RNASEH1	ZNF83
RNF20	NOLC1	CSDE1
PRPF6	FUNDC1	CHMP3
NOB1	TALDO1	RBL2
TSHR	TARSL2	ZCWPW1
MRC2	EVL	ADIPOR1
MRPL32	LRRC1	RAP1GDS1
GPR107	WDR36	RNVU1-9
HMGXB4	ENDOV	RNU1-6
SOGA2	RNGTT	WBP5
INTS2	SP2	CDC16
SNRPD3	CDC14A	VIPAS39
C7orf49	KDM4B	LBH
COMMD8	METTL22	DPYD
WDR75	SNORD5	RPL9P25
RPS26P3	RPL24	CCAR1
ELP3	RASSF7	GRPEL2
GALNT10	RPL17P37	ZNF746
C5orf56	C2CD5	TMEM259
COG3	ZNF197	COQ7
BUB3	AGAP3	POLR3K
UFD1L	BICD2	DNAJA2
FUCA2	SRSF8	HECTD1
BPTF	CAPZA2	DYNLT1
YDJC	RCSD1	MLX
MTX3	SNX29	SRP72
B3GALT6	LITAF	DICER1-AS1
TRIQK	DLEU1	ARMC6
ANKRD39	MUT	C7orf43
IL10RA	ESRRA	THAP7
ADO	DENND4C	PIN4
STK33	PFN2	PDCD2
GPC2	C12orf29	NINJ1
EXOC5	TIMM44	MACF1
ZFX	BTF3	PAPOLA
RPS7P4	TARS	LUC7L2
PGRMC2	ANKRD28	C7orf55-LUC7L2
ANKRD49	OGFOD2	NKTR
PANK2	ATP5E	ZNF821
SMEK2	MROH1	RC3H1
HIATL1	NUDT5	FAM174A
RNF115	ABCF2	SET
RFWD3	BCAT1	PITPNA
MINOS1	IFT122	MMAB
RPS18	ZNF146	NDNL2
GPATCH1	CUL5	PANK1
BRWD3	WNK1	ARL3
TMEM65	CCT6P3	INPP5K
CLASP2	MCM8	BLOC1S2
HOXB7	RDX	BRCA1
TRIM68	PNMA1	PAIP2
UBR7	KHDC1	TCTN3
PRKAA2	CCDC28A	POP5
RPL9P25	RGPD5	WDR7
ANKHD1	ATAD3A	STK17A
UBE2L6	CC2D1A	MED20
MTFR2	PIGO	EIF4A1P7
SHISA2	TMEM203	SNX25
COX5A	ARMC9	KDM5A
THOC3	ARL6IP5	FBXW2
TRMT61B	GTF3C6	ADORA2A
PDIK1L	TTC18	DOCK5
CCRN4L	MSH2	THAP11
CNTRL	RNF113A	KIF15
CACYBP	SEPT9	MRPL4
RPS6KB1	MBTPS2	PRPF8
PARP6	COG8	SMAD2
IKZF5	SPRTN	DENND6A
NHEJ1	TINF2	METTL1
RPL30P14	ALKBH8	RNF41
LYST	CYB561D2	GMFG
ERLIN2	SULT1A1	PMF1
IER3IP1	TXNL4A	PLA2G12A
MFAP3	PHTF2	PFDN5
PCDHB14	SERTAD3	OSBPL11
PLA2G12AP1	ATPAF1	SAP30L
TADA2A	ZBTB17	ACN9
C11orf54	TCP1	RNF216P1
KIAA1429	INPP5K	FGD2
FBLN2	SARM1	VPS13A
INPP5A	DNAJA3	HSPBP1
USP3	MT-CO1	MINPP1
CKS2	SLC17A5	KIF3B
FABP5	MICALL1	ZNF526
GTPBP10	SPSB1	KDM4A
KIAA1024	MAP3K11	PABPN1
TARSL2	PTPN1	DSTN
ILF3	RTN2	CDADC1
IL23A	RABL6	SH2D2A
MBTPS2	B9D2	WDR24
APTX	C2orf68	ARFGEF1
UBE3A	RPLP0P6	PRPF40A
KIAA0368	METTL5	HECTD3
SLC10A3	SNX27	NDUFS5
POT1	PIEZO2	CNTRL
KLHL23	USP3	CWC15
C7orf13	SRSF11	TMEM41B
POFUT1	KIF4A	FAM21D
ITM2A	PMM1	AGBL5
CSTF3	LIAS	NUDT19
ARID3B	NUDT11	MAGI3
USP21	KPNA5	PPFIA3
TMEM41B	PTPN2	PEPD
NUP214	MBD5	FRMD6
CEP170P1	ATF7	SOS2
DNASE2	JAK1	CD3D
CEP97	HMGN5	MCC
TMEM183A	GART	TFAP2C
CD58	MLYCD	C8orf44
CPSF2	SNRNP40	GGA3
RHBDD3	SMIM20	VHL
KIAA0391	C4orf52	AGL
ACP6	FBXO41	ZNF324B
SKIV2L2	LINC00338	DDX47
SF3A3	ABHD4	RBM7
G3BP2	PITRM1	BRIX1
REV3L	NOC3L	ASTE1
CMTM4	ZNF438	MAP2K4
GLTSCR1L	GDI2	RFWD3
IKBKG	CKAP4	ARMC10
BTG1	ATP5F1P6	KCNG3
PCYOX1	PRKAB2	DBP
RPL19	ASF1A	TNFRSF1A
AP3M2	APEH	SLC18B1
DUSP6	MED25	RPL9P8
CCDC84	SLC25A15	CDKN2AIPNL
AKAP9	DANCR	ZBTB34
DHX16	SSB	ACTL6A
DLG1	ZNF287	MYL12A
PSORS1C1	CTDP1	TTLL4
RPL37AP8	TANGO6	RAD9A
KPNA5	PRKRIR	ZNF394
HIPK1	BLZF1	ANKRD49
BORA	ATP6AP1L	LCOR
SLAIN1	LMNB1	CASC3
TMEM231	DNAJC3	C10orf137
CMC1	UBE2V1P2	APAF1
ST3GAL5	CHST7	C18orf56
PSAT1P1	SNTB2	GRK6
RPS29	RBM4B	DHRS11
PARD3	WDR92	CCDC34
KIF18A	INTS8	CCNK
ZNF26	STAG3L1	CCDC111
POLR3E	LRRC37A	B3GAT1
DOCK11	PTGDR2	XPO7
PLEKHA3	BCL2L13	DERL2
FOXM1	GLI4	SNORA33
SAMD12	ENSA	WTAP
GDI1	USP21	MSI2
ACTN1	FAM175B	LPIN2
C11orf82	KLHDC3	AP3M2
CLGN	C21orf59	CPSF7
BMP2K	LUC7L	HSPA6
FGFRL1	AATF	DDHD1
TMEM216	C5orf45	WDR92
SLC35A3	SMARCA2	MCM4
HSDL1	RMDN2	MT-TS1
TMEM41A	RHBDD2	ZFAND1
RNU6-16	NBPF10	LIMS1
RNU6-16P	MMACHC	SRP14
AK1	ACTG1	SLC25A5
HOXB3	USP19	PPAT
SRSF11	PEBP1	FAM169A
FAM19A2	HSD17B12	CRLF3
RCBTB1	TPGS2	CMTM3
MDM1	C11orf82	ODF2L
FAM103A2P	MRPS14	AHDC1
PHF19	BRI3	ZNF630
ARHGAP15	YBX1P10	ZNF674
SRI	GNPTG	CDC123
WASF1	TIMM50	TVP23C
FASTKD1	ANKRD36	DBT
C4orf21	MAX	TIMM17A
SNORD77	SLC19A1	POLD1
EIF2A	PSME2	MTERF
ACD	LIN54	PTPDC1
HPS6	PPP4R1	GATAD2A
ZNF44	ERAP1	ZNF264
GCA	BCKDHB	FOXRED2
PLA2G12A	MRPL13	RNF26
TVP23C	ABHD5	UBASH3A
TIMM8B	TRIP10	TTC33
JAK2	GGA3	COPS7A
CD27	EIF3J	ZNF24
ATF7IP	LSM11	LIN7C
DGUOK	YTHDF1	DLAT
PIGM	CYSTM1	KARS
HERPUD2	DPP8	FZD2
UTP6	TRIM33	DLGAP4
CBR3-AS1	PLEKHB2	NBAS
NAMPT	HNRNPD	TCF20
BCL9	BIN1	ATG10
HECTD3	PURB	ATPBD4
ACTR8	ZFP90	DPH6
JMJD7	MSI2	AKAP8
RNU6-25	URM1	THOC1
RNU6-9	URI1	ANKRD13A
P2RX4	ZNF75D	S100A2
KIF1B	KATNAL1	CDC5L
IQGAP1	DIAPH3	STAG3L1
CACHD1	PDCD7	DCTN4
CITED2	ZNF766	RECQL4
CFLAR	RAB3IP	ZNF689
MZT2A	PPIL1	USP25
ATOH7	RPL13AP20	RTN2
ANXA5	SRF	GPATCH4
CCDC88A	RBM6	FAM72C
LARS	CLASP2	RPP40
FMR1	PRKCD	PES1
AGO2	BAZ1A	MRPL30
EIF2C2	GTF2H2B	RPL6P12
RNH1	DDX20	SLC39A9
RTCA	RFX5	SOS1
TECPR2	TXLNG	PGP
CPOX	UBAP2L	RNF2
ANXA11	TMEM186	ZNF491
HS3ST3B1	SLC35E2B	TPRG1L
RUFY2	B3GAT1	EMP3
L3MBTL2	TRPC1	SMIM7
CTDSP2	HOXB3	SKP1
WDR7	BLCAP	DOCK11
PPARA	RPL7A	TMEM135
TARDBP	CD2	KIAA0317
BANP	C16orf91	AREL1
ILF2	FAM45A	LINC00476
GOLGA7	AP3S2	GAK
CCDC53	IDH2	SNAPC2
RGMB	C20orf196	ZFYVE27
MRPL51	PLA2G2C	JARID2
SECISBP2L	DCAF7	PCNXL2
WIPF2	ZDHHC15	DNAJC9
SETDB2	DHX37	TUBB4A
FAM57A	MTA2	CETN2
TM4SF19	ABHD10	ABL2
OIP5	PHF23	ODC1
TVP23B	SLU7	COL18A1
TBC1D7	KIF21B	MT-CO1
RBM15	FIG4	ZNF462
RPS26P47	INTS10	BCAP29
MXRA7	TMSB4X	ZNF320
COX8A	ZNF7	CARKD
LDHB	ZNF462	TRIP12
CWC27	CNOT8	CABIN1
MED22	RAD23B	BRD9
SLC9A6	CAPZA1	PURA
NDUFA3	ZHX2	SUGP2
IKBKGP1	HERPUD1	TMC8
TRMT10B	RIOK1	IL16
RPS26P8	ITPA	TTC7A
EEF2	RILP	GOLGA1
RGPD4	TF	SEMA7A
IFI6	CCDC126	GFM1
CD48	PCBP3	ZWILCH
SEPT6	TMCO6	TMEM165
SH3GL1	TTF2	NT5C3AP1
ATG16L1	CWF19L2	C3orf17
CCNK	CLCC1	CPPED1
BBS2	TGIF2	EPS15
TBCA	ATAT1	ZC3H15
DNAJC9	UBE2D2	DIDO1
C6orf1	CCDC57	METTL18
EFTUD1	POU4F1	MIF
GTF2H3	PHC1	VIPR2
HSPA9	SIPA1L1	PTCD2
TMSB4X	EIF4H	MAPKAPK5
ZBTB3	ZBTB39	SLC38A6
PPAP2A	CDC26	NSUN5P1
ZNF75D	RCAN1	LEMD2
SDAD1P1	MRPL51	ASMTL
PLCL2	TRPM7	GOLGA8A
CDCA7L	MEA1	ZMYM1
SUDS3	MGA	HERC2P9
ARFGEF1	ZNF184	ATP5S
PRPSAP1	LAGE3	CPA4
OSBPL2	CGGBP1	UBR7
FGFBP2	N6AMT2	NAA10
GEN1	INTS7	TANGO2
KCNG3	ACP1	ZNF747
RSBN1L-AS1	IMMT	SUMF2
ZNF512	C14orf101	FNIP1
MCM4	TMEM260	CHD1L
MLLT3	GLTPD1	RAB1A
CGRRF1	RDH10	HSD17B14
GCC2	MAP1A	NIPBL
NEUROG2	C6orf226	FAM104B
ZDHHC6	MRGBP	MRPS18C
PGD	RFC5	FAM21B
BLM	FAN1	NOL7
ZNF362	IGHV1-2	PLEKHB2
RNF125	CPEB4	JUND
IFNGR2	PINX1	SAFB
MMS22L	NSMCE2	GIT2
PPFIA1	ZNF614	ASCC3
PDLIM5	STYX	KIAA0196
GGPS1	STARD10	MADD
LPP	NIPA2	WDR59
RBM14-RBM4	CARD11	RIC8A
DTWD2	FGFRL1	PCBD1
FAM102B	RABEP1	RBM6
TRIM25	CCNL2	PBXIP1
COQ10A	FBXO11	CXorf57
CHERP	SCML2	IRF2BPL
ZDHHC15	PMS2CL	MBTPS1
ADPRHL2	HNRNPU-AS1	SQSTM1
CCDC71	TIRAP	MRPL10
CLASP1	FAM199X	FGFR1OP2
ZBTB8OSP2	NISCH	NUP155
ORC6	RIMKLB	ARHGAP27
ST3GAL2	ENDOD1	SDHC
ZBTB44	RXRB	PCMTD1
ANKRD46	ZNF761	NKRF
ZDHHC7	NFYB	UQCRB
LAX1	ZNF696	PRKX
FAM208A	SECISBP2	KDM3A
CENPP	OIP5	RPL13AP20
FLYWCH1	SEC23B	NRM
SFXN1	COMMD7	NEK4
CCT6A	PPP6C	KPNB1
RAP1GDS1	OSTF1	HSPB1P1
ITPR1	PTPN12	CCDC157
ZNF621	CD38	DCBLD2
MCCC1	RPS26P3	PLEKHA8P1
ZNF606	OSBPL11	NUBP1
SFR1	SH3KBP1	RPE
ZNF529	CYTH2	ZBTB8A
CAND1	PTBP3	NUDT16L1
TM9SF1	ATAD2	WIPF1
NFKBIE	TTC21B	SNX3
INTS10	STX2	DDOST
NEURL4	KIAA1430	SENP7
CBX3	CNOT11	GKAP1
ERP29	GIMAP1	EMC4
TSC1	DDX31	PHKG2
CHAF1B	NOP58	VOPP1
DBN1	CDK20	PER1
FNBP1L	FBXO22	STRADBP1
RHOA	HSD17B10	ARFGAP3
VPS13B	HS3ST3B1	SGTB
CYP26B1	TMEM165	TTLL5
FAM199X	DHX35	PAN2
AJUBA	CEP57	FNDC3B
THAP7-AS1	SLC25A37	GTPBP5
UBR4	HMGA2	MTG2
UBLCP1	LRBA	ZNF346
SLC25A51	CSRNP1	PFKFB4
COPS7B	RPL35P5	LCAT
MRPS23	TPM1	KLK1
ANKEF1	AHDC1	CRYBG3
PARS2	ANP32E	PCBD2
DNAJB11	RNF213	RPPH1
PFKP	ZNF18	MAP7D3
TBC1D10A	TRIM66	ATXN7L3
UBE2V1P1	ITGA10	ANKRD16
COMMD9	CMTM4	SLCO4A1
RPS7P11	AMMECR1L	ZSWIM1
SGPP1	LPAR5	C19orf66
TUBGCP5	ANXA11	CDC42SE1
WTAP	IQGAP1	TMEM199
IFT80	CPXM1	DHX16
ERGIC2	ARL3	DAG1
ZNF641	C20orf112	GGPS1
DCAF17	GM2A	NOL6
ACAD9	NUDT18	ZBTB6
FAM122C	SNRPEP10	MAP3K1
MRPL39	STT3A	ALDH3A2
TOB1	LYSMD2	C12orf45
ST13P20	PDHB	S100A10
RNU6-47	NDUFA6-AS1	WRB
RNU6-47P	TRIP12	SIN3B
MTERFD2	PDCD2L	CYB5D1
SMIM12	MUS81	BRI3
SLC23A3	COPS7B	SLC25A32
DPY19L2P3	PTPRM	SYNE1
RTTN	MINPP1	PLAU
ICT1	YPEL5	RPL15P2
CDK2AP1	ZNF630	CDIPT
PDCD11	FAM133CP	GTPBP6
ISCA2	IFT52	TIMM8A
PSENEN	PPP1R8	C18orf25
SERPINB9	KIF1C	ERP29
DNMT1	WDHD1	NCAPG2
ERAP1	NBN	CRY2
RNF13	TUBB4A	SLC35A2
RPL9P32	SNORA21	SRGN
ESRP1	CANX	CDC25B
TNFSF9	RPL17P25	H2AFZP1
KRIT1	PABPC3	NPHP4
ATP2B2	C19orf57	MSANTD4
RALBP1	TMEM11	MOB3A
FAM122B	IFT172	RPL21P71
RRP12	DUSP19	SMPD3
UFM1	ISCA2	RNU1-11P
ITGA6	TRA2B	MORF4L1P1
SCCPDH	NOMO3	GLIPR1
C19orf48	ZNF493	ABHD3
RNFT1	SUCO	TRMT10B
ASCC3	UBFD1	UTRN
KLF12	BET1	MIR600HG
ATPBD4	UBALD1	ATP6V1C1
DPH6	SPAST	N4BP2L2
SEPHS1	GTF2A2	PPP2CB
SUN1	ZNF143	PSMD13
SEC61G	UBR5	DROSHA
LRRC1	PCGF6	HNRNPKP3
C12orf23	CAP1	CBX3
CTPS1	GOT2	MEF2A
PRDM2	MPP5	EPHX2
KCTD10	PRKDC	ZNF18
LACTB	CCDC6	HIST1H2AM
SLC35B1	JPH1	MCOLN1
PPAP2B	RN7SKP9	CIAO1
CSRP1	MIR22HG	GABPB2
PSAT1P3	EMC10	SIRT1
NFIB	MYADM	UBN2
RFX5	EEF1A1P13	ZNF419
MROH1	CCDC88A	LRRC59
PRKACB	ZBTB42	MAD1L1
DHRS11	AP1AR	MLH1
PATZ1	ZSCAN21	STXBP1
ARHGAP1	MRPL32	ANAPC13
EMC3	XRCC2	TSHZ1
UBA2	RMDN1	TRAF3IP1
TRIM27	RAB4B-EGLN2	C17orf75
TRAF3IP3	CCDC47	THAP4
LINC00847	VPS8	ZNF714
SLC25A22	ATP6V1A	TAMM41
MALT1	TLE3	EDC3
MANEA	TRMT12	SARNP
EPM2AIP1	SUMF2	VPS13D
KRTCAP2	RPL3P2	KHNYN
NGLY1	CTNS	TRIM16L
ZEB1-AS1	PKD2	WDFY2
AS3MT	MIB1	HIST1H4D
HPS1	HDAC2	BIRC2
TXLNG2P	TRIB2	VAMP8
LRRC39	RNF2	RBM45
RAPGEFL1	RORA	TMEM147
STRN	STIM2	DNAJC19
SQRDL	ARHGDIA	CEBPZ
IL18BP	EXOSC4	GTF2H2B
SNAPIN	GTF3C4	MECP2
CRLS1	CCBL1	ITGB3BP
NEO1	GLIPR2	ROR2
RAB10	IMP4	CCDC88A
MMGT1	MPLKIP	RNU1-12P
CLPX	AZI2	RNVU1-11
TOMM7	SUPT6H	CLDN15
RFESD	TRIM4	TVP23B
IKBKAP	ACAT2	ARL15
UBXN4	TSR3	RPL14
CYLD	NPRL2	LINC00094
PURB	ZNF394	TMSB15A
CCT8	NFIA	MED4
DYNLL1	SEC22B	NKIRAS2
CS	LPP	CDC25C
SELRC1	CALML4	SKA1
PET112	COMMD6	PRICKLE3
APH1B	RBBP4	C21orf33
RYBP	ARMC10P1	PSMA6
BRD7	PXMP4	RCC1
PHLDB2	ZNF586	DYNC1LI1
EIF2AK4	TYW1	BCKDHB
PPIAL4G	RNF103	RPL32P29
ALS2CR8	ZKSCAN5	SLC7A6OS
CARF	DHX32	ARHGEF6
FER	TTC3P1	PSMC3IP
SELL	CP	FAM111A
SLC2A13	ACOT8	CCR7
ERCC6L2	RPF1	ERLEC1
SETX	PRDX1	ATP5SL
EXOSC2	B4GALT7	RPL34P33
TPK1	SYF2	SNHG16
RPS23P8	PRORSD1P	POLR3C
PTRHD1	L3HYPDH	RDX
BCHE	AKAP9	TXNDC5
RHOQP3	TXLNG2P	PPP2CA
RASSF2	STXBP1	GLG1
MRPS10	KIF5C	C21orf59
MSL2	CSNK2A2	CORO2A
CISD1	NLGN3	GALNT7
DIP2C	TESPA1	RBM15
S100PBP	AAR2	MRPS22
MED26	RPS6KA3	EED
FOXO6	GDF11	C1orf162
DOCK1	CHMP2A	ACAT1
PDK3	DTNB	ATMIN
MRS2	RPL9P7	PPP1R10
NFE2L3	PYCR2	DLST
TIGD2	RCN2	HNRNPA3
RPS26P35	SLC17A9	PJA1
NENF	MOB3C	ROMO1
TAF5L	DBI	EIF2C2
HNRNPC	MEF2A	AGO2
ICK	ATP5C1	HLA-E
N4BP2L2	RPL9P3	SPECC1L
PPP1R16B	PA2G4	VPS54
ZNF236	VGLL4	MAP4K5
NEK4	TMEM110	MINK1
CRY2	BTN2A2	TAF10
ALAS1	USP10	DDX20
LINC00426	TCEB1	WHSC1L1
NDUFA5	PIM1	EIF4B
EIF3C	SLC52A2	PSMD2
GARS	DHFR	HIGD1A
PLEKHO1	HACL1	MAP7D1
MTCH2	PPP1CC	C19orf43
RBM23	WDYHV1	SUPT3H
STK32C	EXOC5	RILPL1
TPST1	FLNB	ZNF8
SNAPC3	NAGA	ZNF76
RPS6KA1	HSPA14	ZNF197
IFI30	ADO	TTC3
NAA60	LINC00094	HNRNPU-AS1
FA2H	ATRIP	PSORS1C1
POLR1D	WAPAL	TSR3
FXYD2	BCL2L11	HMGN2P17
VPS36	RPL23	ZNF438
EXOSC10	C1orf56	DCUN1D5
PACSIN1	EPS15L1	PRKAG1
TXNL4A	RUFY2	LRBA
FAM13B	CCZ1B	MRPS15
OARD1	GFM1	MED19
DNAJC6	ANAPC4	GUF1
AP1AR	MED23	METTL21D
CENPJ	FABP5P3	NPM1P50
RHOBTB3	TBC1D23	TCEAL3
PLIN2	PTS	MAK16
FIS1	RPS6KL1	PPP2R2A
ARL1	FAIM3	DRAP1
GNL3L	PHACTR4	ZFAND6
TRMT112	RPL3P4	BLZF1
PSMC1	AHI1	LAMP2
RETSAT	HBS1L	DBF4P1
CELSR2	LARP7	GPR89C
SLC25A4	EIF4E2	PPM1G
KDM4C	C19orf66	ZC3H13
KARS	HS6ST1	PTPRN2
SIPA1L3	ZYX	U2AF1
MFN1	HIGD1AP8	ARPC5
HDAC7	RGL4	RPS10P14
NASP	NDE1	MIS18A
RPS26P11	GTPBP3	ZMYND11
IARS	ZMYND8	LANCL1
RPS24P18	ZNF268	MRPS34
RPL32P29	ENC1	POLR1E
NUDT5	CENPT	UBTD2
VAPB	TMEM184B	CAMLG
CDK20	ANKRD46	TCTA
MED13L	ZCCHC2	PHF6
SRRD	MROH7	TATDN2
MTMR2	GLT8D1	RGPD3
H1FX	CYP2U1	CHMP1A
LMAN1	ALMS1	PAXBP1
SGK1	C9orf69	LACE1
RRP1B	FAM175A	NPTN
SLC25A20	PSMD9	PMS2P2
ZNF862	KCNH2	CLTA
SLFN11	CDRT4	ZNF217
ENDOD1	UBE2W	RTCA
C9orf41	ZNF799	GIMAP6
ADPGK	DDX28	TRIM35
GADD45B	ZNF764	SDHD
SRPK1	ATP11A	KIAA2018
PHC1	ARFRP1	DYNLT3
TRAK1	HRSP12	RAB35
RHOT1	POLE2	ATP2B1
HNRNPU	SSSCA1	CENPL
ESPL1	ATRAID	ZNF652
TBL1XR1	TMEM258	ATP2A3
RNU6-41	LNX2	PPIL4
RNU6-8	TTC28-AS1	UBXN6
FITM2	STAG1	NOTCH3
OGN	RYBP	TPGS2
TUBGCP3	RTN4IP1	BEX4
EIF3B	SEC16A	AK3
SMIM13	DUSP11	ATP6V0E1
PHKA1	NUP62CL	CENPB
ABL2	RIMKLA	TUSC2
SLC10A7	CRAMP1L	NSD1
ERVK3-1	ANKRD27	POLD2
CMPK1	FYN	GPX7
FTSJ1	TMEM44	SYCE2
CCDC90A	NCAPH	NR3C1
MCUR1	MRPS17	SEC23A
BIRC3	ANGEL2	TNFAIP1
DSN1	ZNF706	IST1
PCID2	ZNF320	VPS72
SIVA1	PICALM	CREBRF
SGOL1	ACP2	CDK5R1
MIER1	COPS8P2	PRR12
FAM134A	KIAA1715	DRAXIN
DCAF6	HMGXB3	LIAS
CERS2	SNX5	SMG8
EIF4H	TBC1D15	TOMM34
ZNF274	CMTM3	HIAT1
C9orf116	SHC4	BDH2
CC2D1A	ZNF410	POFUT1
API5	ANAPC11	SLC5A6
PIAS2	SOX4	EMC9
TTF2	EPB41L4B	SMAGP
CIZ1	MTMR12	SUPT7L
RFPL3S	NMT2	PIGK
OAZ2	ZNF518B	MFGE8
ANKRD52	SH3GLB2	TBCE
SLC40A1	EI24	TMUB1
HSD17B6	SART3	MBD3
OCRL	STX4	RNU1-7
IWS1	AAMDC	RNU1-27P
NIT1	DHRS2	C7orf73
TIMM21	TAF15	ERRFI1
PSME3	NDUFAF5	SFXN4
GALNT1	PSMB5	C14orf142
SLC26A2	ZCCHC6	SLC25A13
CIAO1	RPL7	HMG20B
ARSG	INO80B	TMA16
PTGER4	COA4	SLC22A5
HTATIP2	PON2	ANKRD42
MMADHC	RNF216P1	SLAIN1
DCP2	DCBLD2	RFX1
CNOT2	RASGRP1	ARMC8
MSANTD4	QDPR	EDF1
DMXL1	PERP	COX7C
NUDT15	NXPE3	SCOC
HSPD1	ATAD3C	ATP6V1B2
ACOT1	PTPLA	ZBTB8OSP2
ANKRD10	E2F3	IQGAP1
ATP6V0A2	FBXO42	PDSS2
CYC1	MRPS18A	EIF3A
TMEM14C	ZNF772	IDH3A
ACOT2	KLC4	DNAJC5
GOLGA1	BBS4	HERC4
CCDC126	TBCE	ATP8A1
TMSB4XP8	NME1-NME2	DRAM2
ZNF592	ZNF34	PSENEN
ZNF341	WBP5	DHFR
NUP133	HMOX2	HERC5
AAED1	BEX2	STK11IP
HIAT1	FAM171B	UQCRH
KRBOX4	SLC4A7	HMG20A
ADAM22	INPP5A	RHEBL1
CNN3	CCNJL	HMGB1P1
ICA1L	FANCD2	CEP63
SNRNP25	RPL13AP5	ACO2
NIP7	SEC24B-AS1	DDX39B
SLC6A20	RGP1	SRBD1
TAF6L	SFMBT2	RCOR1
NREP	AGPHD1	POMZP3
STEAP1B	HYKK	ZFP69B
COA4	RBM11	HIATL1
RAD23A	CRNKL1	SGCB
ZNF277	CRYBG3	TROVE2
MAEA	FAM92A1P1	CHMP2A
ZFAND5	ZNF77	ZNF584
CDC26	MIS18A	NCOA4
RNU6-33	ZFY	EXOSC9
RNU6-33P	SETD7	RNU1-14P
FKBP14	REST	TCEB1P19
HNRNPL	ANKRD42	RAI1
MCM8	SKAP1	WDR89
BCLAF1	KIAA1328	SERINC1
MX2	FDFT1	PPT2
SAMD8	NOL9	CMYA5
RHBDD1	KHK	DNAJB12
HSD17B4	RBM26	OR10R2
PPP2R2A	SELRC1	RNF20
ERLIN1	GPR161	PAK4
COQ5	AOC3	ACSF3
DNAJC14	TSC1	FKBP4P1
CENPF	C18orf8	MRGBP
NEK2	CRIPAK	NANS
SLC7A7	CRBN	POP4
AHRR	TAF3	JUN
GSPT2	PDK3	TOR1AIP2
ATP7B	CEP135	RAF1
SLC44A5	USPL1	ASB7
MCTP1	PSORS1C1	C5orf63
VPS8	LINC00174	ALMS1
FBXO25	ZNF443	HSDL2
SACS	NXT2	NCOA2
GUF1	MBD6	ZNF184
TTL	MLX	QKI
EHBP1	DGCR6L	PELI1
IRX3	NOP10	SUFU
C9orf163	RASA4B	ETFDH
FAM156B	CUL4A	CDCA4
ITGA10	JAM2	RCBTB2
AKAP1	LIPA	HAX1
ASAH1	SDHD	NCKIPSD
CMAHP	FAM214A	HSPBAP1
MTRF1	SCD5	CAAP1
DIABLO	RGL2	DTX1
ANP32A	KIAA0317	WT1
FANCC	AREL1	ZBED3-AS1
RAB43	ATXN3	CSNK1D
C15orf41	LMF1	DHTKD1
RPL32P3	AFTPH	GTPBP3
COQ3	DNAJC19	CMTM7
MORF4L2	FXR1	ORAI1
SLC35F5	FOXP1	SLC35B4
RCN1	ZNF558	HMGXB3
VWA9	ZNF512	IER3IP1
PSTPIP2	TRABD	FAM193B
NSA2	CD46	SRRM1
HNRNPK	MTERFD1	PYROXD1
HIST2H2BE	TEAD1	SLC36A1
GTF2E2	TTC26	CNST
NCOR1	POLK	TOR1B
MED28	HIF1AN	FBXW5
DUSP28	TIMM17A	CYP2U1
RALGAPA1	TBC1D2	LRRC37BP1
MCM9	ATAD1	RNU1-1
ZIC2	ALDH9A1	SLC2A1-AS1
LIN54	AKAP11	ZNF660
GEMIN2	CLYBL	ABL1
EXOC7	TTC14	PGGT1B
MSTO2P	SAP30L	SLC25A26
TAF2	NFRKB	NLRC3
DAPK1	ZNF485	TTC28-AS1
EEPD1	LRR1	NRARP
MARCH3	SHOC2	LZIC
SCRN3	WDR89	CDK11A
PTEN	FLT4	DDX17
FAM213A	LDOC1L	CCDC136
TBC1D31	ANKRD23	PPAN
WDR67	KCTD19	CTDP1
TTC21B	ROGDI	PPP1R15B
PRKD3	MSH5	MARK3
NT5DC1	MAP3K7	TEFM
TRIM13	PIGP	IRAK1
HAX1	LINC00263	IMMT
CCNL1	BEX1	TMEM167B
AMACR	RCOR3	GID4
SUCLG1	DYNLT1	RFC4
BNIP3L	TEF	EEF1A1P24
